"age","male","educ","educ0","income","hhincome","white_nh","tea_party","conserv","partyID","pid1","Democrat1","Republican1","milAssert1","intl1","anxiety","cGroup_Endorse","cGroup_Oppose","groupControl","tGroup_Endorse","tGroup_Oppose","cMCheck","tMCheck","cPivot","cCertain","cSucceed","cThreat","tDeploy","tCertain","tSucceed","tThreat","cHot","tHot","cDem","tDem","cFirst","ID"
36,0,7,0.75,3,3,1,0,4,6,0.833333333333333,0,1,0.5,0.6875,0.666666666666667,0,1,0,1,0,1,1,0.466666666666667,0.49,0.56,0.6,0.67,0.66,0.51,0.77,1,0,0,1,1,"R_1OnDiJxV46GRV6B"
60,0,3,0.25,1,1,1,1,4,4,0.5,0,0,0.5625,0.25,0.6,0,0,1,0,0,1,1,0.388888888888889,0.37,0.38,0.39,0.45,0.44,0.28,0.86,0,1,1,0,0,"R_b9FiV437KVsGafr"
44,0,5,0.5,5,5,1,1,7,7,1,0,1,0.875,0.9375,0.733333333333333,0,0,1,0,0,0,1,0.0555555555555556,1,0.1,0.89,0.86,0.96,0.16,0.92,0,1,1,0,1,"R_1H9KxnhAZByupoN"
65,0,7,0.75,2,2,1,0,6,5,0.666666666666667,0,1,0.875,0.5625,0.333333333333333,1,0,0,0,1,1,1,0.711111111111111,0.75,0.69,1,0.24,0.73,0,1,1,0,1,0,0,"R_0NiitvNPwAP36RL"
66,1,7,0.75,3,3,1,1,6,4,0.5,0,0,0.5625,0.375,0.466666666666667,1,0,0,0,1,1,0,0.566666666666667,0.87,0.55,0.78,0.15,0.95,0.12,0.89,0,1,0,1,0,"R_41SspyGGYnf5a4J"
20,1,5,0.5,6,7,1,0,5,5,0.666666666666667,0,1,0.25,0.6875,0.266666666666667,0,1,0,1,0,1,1,0.355555555555556,0.55,0.35,0.29,0.68,0.71,0.64,0.87,0,1,0,1,1,"R_dik3plLzPiM8ml7"
24,1,5,0.5,4,4,1,1,2,2,0.166666666666667,1,0,0.3125,0.6875,0.466666666666667,0,1,0,1,0,1,1,0.788888888888889,1,0.61,0.74,1,1,0.12,0.95,1,0,0,1,1,"R_3Kvq7HjS8Gn1Fml"
30,0,6,0.625,4,4,1,0,5,5,0.666666666666667,0,1,0.5,0.5625,0.4,0,0,1,0,0,1,1,0.444444444444444,0.37,0.44,0.84,0.61,0.57,0.44,0.71,0,1,1,0,1,"R_4MFZpY23h8HlxNb"
53,1,9,1,5,5,0,1,6,5,0.666666666666667,0,1,0.75,0.375,0.333333333333333,1,0,0,0,1,1,1,1,1,0.91,1,1,1,0.66,1,0,1,0,1,0,"R_beJPH8ZJWiwoUKN"
49,0,6,0.625,3,3,1,0,2,1,0,1,0,0.375,0.3125,0.6,0,0,1,0,0,0,1,0.533333333333333,0.5,0.48,0.46,0.46,0.42,0.39,0.49,1,0,0,1,1,"R_6hS4ndisCKsOhkF"
76,0,9,1,5,5,1,0,2,1,0,1,0,0.3125,0.375,0.2,1,0,0,0,1,1,1,0.533333333333333,0.58,0.6,0.44,0.24,0.35,0.04,0.38,1,0,1,0,0,"R_b72UzLw66OxnQbz"
43,0,5,0.5,5,5,1,0,2,1,0,1,0,0.125,0.4375,0.333333333333333,1,0,0,0,1,1,1,0.111111111111111,0.75,0.1,0.57,0.65,0.51,0.07,0.72,1,0,0,1,0,"R_6YJmsUdRY6fuklf"
61,1,3,0.25,1,1,0,0,1,1,0,1,0,0.9375,0.9375,0.733333333333333,1,0,0,0,1,1,1,1,1,1,1,1,1,0.53,1,0,1,1,0,1,"R_5sE8RBe9YIfoYFD"
31,0,5,0.5,1,1,0,0,6,4,0.5,0,0,0.375,0.4375,0.733333333333333,0,0,1,0,0,1,1,0.433333333333333,0.21,0.19,0.18,0.16,0.17,0.22,0.26,0,1,1,0,1,"R_0TW7OuWdDMPs3n7"
52,0,7,0.75,2,2,1,1,6,4,0.5,0,0,0.75,0.125,0.4,1,0,0,0,1,1,1,0.855555555555556,0.96,0.69,0.96,0,0.87,0.01,0.93,1,0,0,1,0,"R_0JwnsoGiAwW9liJ"
61,0,9,1,5,5,1,0,7,7,1,0,1,0.0625,0.3125,0.266666666666667,0,0,1,0,0,1,1,0.0222222222222222,1,0.17,0.33,0.01,1,0.16,0.55,0,1,1,0,0,"R_6PY9BTkDl25AdGB"
56,0,3,0.25,4,4,1,0,2,3,0.333333333333333,1,0,0.5,0.6875,0.6,0,0,1,0,0,1,0,0.344444444444444,0.83,0.11,0.53,0.15,0,0,0.49,1,0,0,1,0,"R_8ukRczx1jTsaHIh"
67,0,6,0.625,2,2,1,1,7,7,1,0,1,0.3125,0.625,0.0666666666666667,1,0,0,0,1,1,1,0.944444444444444,0.96,0.77,0.63,0.41,0.86,0.66,0.68,0,1,0,1,0,"R_3t2lE8kXHzgyzwp"
21,0,4,0.375,1,1,1,0,1,4,0.5,0,0,0.125,0.375,0.4,0,1,0,1,0,1,1,0,1,0.56,0.25,0,0.72,0,0.18,0,1,0,1,1,"R_036w4JabCoPd1GZ"
43,0,8,0.875,3,3,0,1,4,1,0,1,0,0.5625,0.5625,0.666666666666667,0,1,0,1,0,1,1,0.577777777777778,0.37,0.34,0.57,0.44,0.52,0.5,0.62,0,1,0,1,0,"R_ac7UXdDydzJz8XP"
65,0,9,1,2,2,1,0,1,1,0,1,0,0.0625,0.75,0.266666666666667,0,0,1,0,0,1,1,0,1,0,0.28,0.06,0.97,0.13,0.62,1,0,0,1,1,"R_3TTxlkpe53n0AdL"
22,0,7,0.75,2,2,0,1,5,5,0.666666666666667,0,1,0.5625,0.4375,0.466666666666667,0,1,0,1,0,1,0,0.366666666666667,0.24,0.2,0.26,0.31,0.27,0.39,0.4,1,0,0,1,0,"R_bBM3hnwQwMpgasR"
66,0,3,0.25,1,1,1,0,6,2,0.166666666666667,1,0,0.875,0.6875,0.666666666666667,0,0,1,0,0,1,0,0.0888888888888889,0.88,0.14,0.66,0.83,0.86,0.66,0.95,1,0,1,0,0,"R_50UDzcOhANNbSCh"
34,1,9,1,5,5,1,1,1,6,0.833333333333333,0,1,0.75,0.75,0.533333333333333,0,0,1,0,0,0,1,0.8,0.77,0.82,0.83,0.91,0.51,0.72,0.73,0,1,0,1,0,"R_1OdEZX6L1XYyFHn"
56,0,3,0.25,2,2,1,0,5,4,0.5,0,0,0.4375,0.375,0.4,1,0,0,0,1,1,0,0.222222222222222,0.16,0.45,0.69,0.29,0.41,0.33,0.73,1,0,1,0,0,"R_8xgCgTxIiHIDeKN"
65,1,7,0.75,6,9,1,1,7,7,1,0,1,1,0.75,0.733333333333333,0,0,1,0,0,1,1,0.877777777777778,0.98,0.87,1,0.99,0.52,0.37,1,0,1,0,1,1,"R_5cAtgWDuZykwl6J"
27,0,3,0.25,3,3,1,1,,4,0.5,0,0,0.625,0.5625,0.466666666666667,1,0,0,0,1,1,0,0.188888888888889,0.83,0.21,0.62,0.33,0.76,0.4,0.59,1,0,0,1,0,"R_ab0Oagn2vOXgo4J"
33,0,3,0.25,4,4,1,1,4,5,0.666666666666667,0,1,0.6875,0.4375,0.533333333333333,1,0,0,0,1,1,1,0.5,0.56,0.48,0.77,0.5,0.57,0.37,0.67,1,0,0,1,0,"R_8IdqELPvMhWhmyF"
41,0,7,0.75,5,5,1,0,7,7,1,0,1,0.5,0.6875,0.733333333333333,1,0,0,0,1,1,1,0.622222222222222,0.55,0.53,0.57,0.3,0.49,0.47,0.66,1,0,1,0,1,"R_8Ic8I3ffSZaLs0Z"
63,1,7,0.75,4,4,1,0,4,2,0.166666666666667,1,0,0.5,0.8125,0.266666666666667,0,0,1,0,0,0,1,0.366666666666667,0.46,0.37,0.3,0.27,0.55,0.31,0.59,1,0,1,0,1,"R_cT3UlKOws4FT7jD"
19,0,7,0.75,3,3,1,0,7,7,1,0,1,0.4375,0.4375,0.6,1,0,0,0,1,1,1,0.333333333333333,0.52,0.31,0.1,0,1,0.07,0.27,0,1,0,1,0,"R_8rkW2xaAM9NXveZ"
65,0,8,0.875,2,2,1,1,,4,0.5,0,0,0.5,0.5625,0.4,0,0,1,0,0,0,1,0.544444444444445,0.3,0.36,0.47,0.48,0.42,0.37,0.52,0,1,0,1,1,"R_eP8AG5Jz6KLr7Ip"
49,1,7,0.75,6,7,1,0,4,4,0.5,0,0,0.3125,0.5,0.2,0,1,0,1,0,1,1,0.155555555555556,0,0.02,0.72,0.03,0.98,0.06,0.99,1,0,0,1,1,"R_6LjXUNxNQn6QczH"
50,0,7,0.75,3,3,1,0,3,1,0,1,0,0.4375,0.5625,0.266666666666667,0,0,1,0,0,1,1,0.377777777777778,0.63,0.15,0.26,0.27,0.44,0.31,0.37,1,0,0,1,1,"R_aVPSssUR38dUtil"
55,1,6,0.625,3,3,0,1,6,7,1,0,1,0.8125,0.5625,0.333333333333333,0,0,1,0,0,1,1,0.444444444444444,0.93,0.54,0.86,0.61,0.71,0.78,0.9,1,0,0,1,1,"R_b8XlieQJjbJvXY9"
52,0,6,0.625,6,8,1,1,6,5,0.666666666666667,0,1,0.75,0.625,0.4,1,0,0,0,1,1,0,0.266666666666667,0.68,0.05,0.36,1,1,0.33,0.59,1,0,1,0,0,"R_8pnzwWTw103aWhf"
43,0,9,1,3,3,1,1,7,7,1,0,1,0.75,0.25,0.533333333333333,1,0,0,0,1,1,1,0.722222222222222,0.83,0.94,1,0.21,0.55,1,1,1,0,0,1,1,"R_6LIdp2wHdAfrZVr"
57,0,3,0.25,6,7,1,0,6,7,1,0,1,0.5625,0.5625,0.333333333333333,0,1,0,1,0,1,1,0.233333333333333,0.54,0.21,0.45,0.67,0.73,0.13,0.96,0,1,1,0,1,"R_eQFDIRMOzlSzmuN"
45,0,5,0.5,1,1,1,0,,2,0.166666666666667,1,0,0.5625,0.75,0.266666666666667,0,1,0,1,0,1,0,0.6,0.49,0.55,0.83,0.72,0.82,0.62,1,0,1,1,0,0,"R_d9WzBbECiijccoB"
49,0,6,0.625,1,1,1,0,7,7,1,0,1,0.5,0.125,0.2,1,0,0,0,1,1,1,0.266666666666667,0,0,0.57,0.47,1,0.38,1,1,0,1,0,1,"R_9H6Aav1gYAGyBLL"
66,0,7,0.75,4,4,1,1,7,7,1,0,1,0.9375,0.5,0.533333333333333,1,0,0,0,1,1,0,0.966666666666667,0.96,0.99,1,0.01,0.96,0.02,0.96,1,0,0,1,0,"R_cCPLLgTashXf7Nz"
46,0,3,0.25,4,4,0,0,,4,0.5,0,0,0.375,0.3125,0.133333333333333,1,0,0,0,1,0,0,0.933333333333333,0.94,0.45,0.97,0.12,0.89,0.09,0.95,1,0,0,1,0,"R_4N7cQ3rB25Nvpul"
54,0,6,0.625,2,2,1,1,3,4,0.5,0,0,0.3125,0.5625,0.666666666666667,0,1,0,1,0,1,0,0.522222222222222,1,0.21,0.54,0.88,1,0.33,1,1,0,0,1,1,"R_1RddgTl1fkTICfH"
58,0,5,0.5,1,1,1,0,4,4,0.5,0,0,0.4375,0.5625,0.533333333333333,0,1,0,1,0,1,1,0.0333333333333333,1,0.42,0.4,0.7,0.71,0.41,0.97,0,1,1,0,1,"R_9tckTj9qa0zzWYJ"
33,0,7,0.75,4,4,1,1,4,1,0,1,0,0.3125,0.6875,0.733333333333333,0,1,0,1,0,0,0,0.0333333333333333,0.94,0.58,0.51,0.82,0.63,0.75,1,1,0,1,0,0,"R_esobhtEBNFP82zz"
59,0,3,0.25,1,1,1,0,6,4,0.5,0,0,0.6875,0.5625,0.333333333333333,1,0,0,0,1,1,1,0.811111111111111,0.85,0.77,0.77,0.6,0.61,0.52,0.55,0,1,1,0,1,"R_cNFOVQjuh5YlJZ3"
65,0,3,0.25,2,2,1,0,5,6,0.833333333333333,0,1,0.5625,0.625,0.4,0,0,1,0,0,1,1,0.288888888888889,0.73,0.49,0.79,0.41,0.46,0.29,0.77,1,0,1,0,1,"R_5vYC7fIleBfTrxP"
40,0,3,0.25,4,4,1,0,4,7,1,0,1,0.625,0.5,0.333333333333333,0,0,1,0,0,1,1,0.2,0.2,0.24,0.82,0.19,0.82,0.27,0.85,1,0,0,1,0,"R_37SL7bv8RGLCAIZ"
55,1,4,0.375,2,2,1,0,4,5,0.666666666666667,0,1,0.25,0.3125,0.733333333333333,1,0,0,0,1,1,1,0.0666666666666667,1,0.07,1,,1,0.08,0.48,0,1,0,1,0,"R_7O5RHjpdqACbgqx"
31,0,6,0.625,2,2,1,0,2,3,0.333333333333333,1,0,0.5,0.625,0.2,0,1,0,1,0,1,1,0.466666666666667,0.59,0.49,0.28,0.6,0.88,0.44,0.82,0,1,1,0,0,"R_abCHkjmTmztvvKt"
66,1,6,0.625,2,2,0,0,7,5,0.666666666666667,0,1,0.5625,0.3125,,0,0,1,0,0,0,1,0.444444444444444,0.44,0.26,0.39,0.48,0.42,0.46,0.87,0,1,0,1,1,"R_eGbcEmaKFeKFjIF"
63,0,5,0.5,1,1,1,0,3,4,0.5,0,0,0.6875,0.4375,0.266666666666667,0,0,1,0,0,0,1,0.722222222222222,0.62,0.54,0.65,0.52,0.26,0.6,0.74,0,1,0,1,1,"R_9phsgjJ508i05PD"
49,0,6,0.625,4,4,1,0,2,3,0.333333333333333,1,0,0.5,0.5,0.6,0,1,0,1,0,1,1,0.266666666666667,0.51,0.53,0.29,0.44,0.39,0.54,0.3,1,0,1,0,0,"R_ehysftUsagz75nn"
36,1,7,0.75,1,1,1,0,6,7,1,0,1,0.5,0.6875,0.266666666666667,1,0,0,0,1,1,1,0.0777777777777778,0.09,0.06,0.21,0.97,0.98,0.75,0.79,0,1,1,0,0,"R_9EO32CatUkIFNkx"
67,0,8,0.875,5,5,1,0,2,1,0,1,0,0.25,0.8125,0.4,0,0,1,0,0,1,1,0.255555555555556,1,0.51,0.7,0.05,0.01,0.02,0.89,0,1,1,0,1,"R_bOaAtXNBVttaU2V"
30,1,7,0.75,4,4,1,1,4,1,0,1,0,0.625,0.625,0.533333333333333,0,0,1,0,0,1,0,0.644444444444444,0.54,0.58,0.6,0.74,0.73,0.61,0.7,1,0,1,0,1,"R_9S0ZknKna9OXF1H"
36,0,6,0.625,4,4,0,0,3,1,0,1,0,0.25,0.5,0.4,1,0,0,0,1,1,1,0.0111111111111111,1,0.01,0.04,0.01,0.17,0,0.71,0,1,0,1,0,"R_9mlM8ahYCBMQoYd"
24,1,5,0.5,4,4,0,0,6,2,0.166666666666667,1,0,0.5625,0.75,0.533333333333333,1,0,0,0,1,0,1,0.5,0.36,0.55,0.38,0.45,0.35,0.78,0.66,0,1,1,0,1,"R_9ynVndb7NbxiggR"
40,0,6,0.625,3,3,0,0,4,1,0,1,0,0.5,0.5,0.4,0,1,0,1,0,0,1,0.466666666666667,0.46,0.41,0.4,0.36,0.33,0.26,0.43,0,1,0,1,1,"R_5p9ky80NmX4H4rj"
48,1,5,0.5,1,1,1,1,5,4,0.5,0,0,0.8125,0,0.0666666666666667,1,0,0,0,1,1,1,0.988888888888889,1,1,0.94,0.84,0.64,0.79,0.08,0,1,1,0,0,"R_eFGSN8ZpUulhSZf"
30,0,7,0.75,4,4,0,0,4,2,0.166666666666667,1,0,0.75,0.875,0.533333333333333,1,0,0,0,1,1,0,0.611111111111111,0.76,0.77,0.59,0.62,0.7,0.67,0.83,1,0,1,0,1,"R_b8VsRxEayF0sGoZ"
59,1,7,0.75,6,7,1,0,,4,0.5,0,0,0.5625,0.5,0.466666666666667,0,1,0,1,0,1,1,0.522222222222222,0.54,0.48,0.51,0.53,0.62,0.47,0.62,1,0,1,0,1,"R_3m8iHSKGXXYE9WB"
52,0,9,1,6,7,1,0,4,7,1,0,1,0.75,0.5625,0.333333333333333,0,1,0,1,0,1,0,0.444444444444444,0.96,0.19,0.8,0.51,0.95,0.1,0.93,0,1,1,0,0,"R_5d6zBSwivAw4e7H"
45,1,5,0.5,1,1,1,0,3,3,0.333333333333333,1,0,0.25,0.1875,0.466666666666667,1,0,0,0,1,1,1,0.0222222222222222,1,0.01,0.7,0.01,1,0.01,0.61,1,0,1,0,0,"R_eA5twP16AiGBR4N"
40,0,3,0.25,5,5,1,1,4,3,0.333333333333333,1,0,0.375,0.5,0.333333333333333,1,0,0,0,1,0,1,1,1,0.74,1,0.51,1,0.51,1,0,1,0,1,1,"R_4U9xM9LRdAyfmF7"
34,1,9,1,3,3,1,0,6,7,1,0,1,0.75,0.5625,0.533333333333333,0,1,0,1,0,1,1,0.333333333333333,0.82,0.28,0.37,0.64,0.86,0.61,0.8,0,1,1,0,0,"R_0c5ZZJxDc8vf9S5"
39,1,5,0.5,1,1,0,1,4,1,0,1,0,0.5625,0.6875,0.266666666666667,0,0,1,0,0,1,1,0.522222222222222,0.52,0.56,0.35,0.5,0.51,0.53,0.43,0,1,0,1,0,"R_22VPZKPUi6BQoPb"
38,1,5,0.5,1,1,1,0,4,2,0.166666666666667,1,0,0.25,0.4375,0.333333333333333,1,0,0,0,1,1,1,0.455555555555555,0.99,0.5,0.24,0.46,1,0.37,0.97,0,1,0,1,0,"R_39ioglh99nJK1Nj"
48,0,3,0.25,1,1,1,0,3,2,0.166666666666667,1,0,0.25,0.3125,0.8,1,0,0,0,1,1,0,0.233333333333333,0.24,0.31,0.27,0.21,0.69,0.13,0.14,0,1,0,1,0,"R_4HgbX392X9Fdwc5"
42,1,7,0.75,5,5,1,0,1,1,0,1,0,0.5,0.5,0.533333333333333,0,1,0,1,0,1,0,0.5,0.53,0.51,0.54,0.47,0.48,0.5,0.54,0,1,0,1,0,"R_6JskR1TZDiz7Qqx"
22,1,6,0.625,3,3,0,1,4,1,0,1,0,0.375,0.5625,0.466666666666667,0,1,0,1,0,0,1,0,1,0.85,0.45,1,1,1,0.18,1,0,1,0,0,"R_02OH0tdO0XGu2MZ"
57,1,5,0.5,5,5,1,0,3,6,0.833333333333333,0,1,0.25,0.5,0.4,0,1,0,1,0,1,1,0.244444444444444,1,0.16,0.76,0.49,0.82,0.26,0.85,0,1,0,1,1,"R_bDE5IJSdobSKTyd"
69,0,6,0.625,4,4,1,1,5,6,0.833333333333333,0,1,0.5,0.4375,0.466666666666667,1,0,0,0,1,1,0,0.644444444444444,0.2,0.45,0.48,0.33,0.4,0.19,0.79,0,1,0,1,0,"R_6mob7MaRShn3SO9"
29,1,7,0.75,4,4,0,1,6,7,1,0,1,0.4375,0.5625,0.4,0,1,0,1,0,1,0,0.1,0.92,0.11,0.38,0.58,0.26,0.26,0.81,1,0,0,1,1,"R_3gRPCubrp1eloB7"
44,1,5,0.5,3,3,0,0,4,3,0.333333333333333,1,0,0.375,0.75,0.266666666666667,0,1,0,1,0,1,1,0.6,1,0.73,0.5,0.5,0.75,0.58,0.36,1,0,1,0,1,"R_3I2FpPkQMSOg7dj"
36,1,7,0.75,1,1,0,0,4,1,0,1,0,0.5625,0.9375,0.466666666666667,0,1,0,1,0,1,1,1,1,1,1,0.01,0.01,0.02,1,1,0,1,0,0,"R_cOv8Pnr60fz91xH"
54,1,5,0.5,6,9,1,0,4,6,0.833333333333333,0,1,0.6875,0.4375,0.266666666666667,0,0,1,0,0,1,1,0.566666666666667,0.72,0.18,0.07,0.69,0.68,0.42,0.54,1,0,0,1,1,"R_0CFYe2cyUf1MsFD"
71,1,9,1,4,4,1,0,6,5,0.666666666666667,0,1,0.75,0.5625,0.333333333333333,0,1,0,1,0,1,0,0.244444444444444,0.5,0.4,0.64,0.65,0.53,0.6,1,1,0,0,1,0,"R_dpzfGDsuIG7pHtr"
64,1,5,0.5,4,4,1,0,7,6,0.833333333333333,0,1,0.75,0.75,0.4,0,0,1,0,0,1,1,0.755555555555556,1,0.48,0.24,0.79,0.96,0.63,1,0,1,1,0,0,"R_39la1B70ve6icdf"
66,1,6,0.625,4,4,1,0,6,6,0.833333333333333,0,1,0.6875,0.5,0.333333333333333,1,0,0,0,1,1,1,0.766666666666667,1,0.65,0.72,0.3,1,0.76,0.42,1,0,1,0,0,"R_9S0qY8PhMLZK2Sp"
57,1,8,0.875,6,8,0,0,3,2,0.166666666666667,1,0,0.5625,0.6875,0.333333333333333,0,0,1,0,0,1,1,0.666666666666667,0.69,0.59,0.74,0.78,0.76,0.79,0.89,1,0,0,1,1,"R_2rgPR52tGtAGsyV"
63,1,9,1,6,7,1,0,6,7,1,0,1,0.5,0.25,0.2,1,0,0,0,1,1,1,0.177777777777778,1,0.18,0.31,0.75,1,0.23,0.93,0,1,0,1,1,"R_8owpLjyjfgJayRn"
49,1,3,0.25,2,2,1,0,6,2,0.166666666666667,1,0,0.5,0.5625,0.533333333333333,1,0,0,0,1,0,0,0.288888888888889,0.9,0.6,0.77,0.66,0.87,0.29,0.76,0,1,1,0,0,"R_6ytkIog3WFK6eCV"
66,1,6,0.625,3,3,1,0,4,4,0.5,0,0,0.5,0.5,0.466666666666667,0,0,1,0,0,0,1,0.5,0.5,0.48,0.48,0.37,0.39,0.39,0.39,1,0,1,0,1,"R_41TZP67XWyqolhz"
55,1,9,1,5,5,1,0,4,5,0.666666666666667,0,1,0.3125,0.5,0.266666666666667,0,1,0,1,0,1,0,0.255555555555556,0.11,0.59,0.64,0.17,0,0.05,0.73,0,1,1,0,0,"R_enTlinDxQTzfajr"
55,1,5,0.5,1,1,1,0,2,3,0.333333333333333,1,0,0.5,0.4375,0.266666666666667,0,0,1,0,0,1,1,0.4,0.46,0.45,0.57,0.23,0.29,0.25,0.47,0,1,0,1,1,"R_bQlOYAhjEdhDYY5"
75,1,5,0.5,3,3,1,0,3,2,0.166666666666667,1,0,0.75,0.625,0.266666666666667,0,0,1,0,0,1,0,0.522222222222222,0.97,0.56,0.62,0.8,0.98,0.79,0.71,1,0,0,1,0,"R_428JMb4aqM9j1Ih"
63,1,9,1,3,3,1,1,6,5,0.666666666666667,0,1,0.75,0.6875,0.266666666666667,1,0,0,0,1,1,1,0.911111111111111,1,0.87,1,0.39,0.46,0.36,0.89,1,0,1,0,0,"R_dp2YcgwvMSNfzCt"
58,1,3,0.25,6,9,1,0,4,4,0.5,0,0,0.75,0.5625,0.333333333333333,1,0,0,0,1,1,0,0.155555555555556,0.25,0.52,0.49,0.55,0.55,0.55,1,1,0,1,0,0,"R_4SkFhakcJNewnfT"
50,1,4,0.375,3,3,1,0,4,4,0.5,0,0,0.4375,0.375,0.333333333333333,0,1,0,1,0,0,1,0.5,0.52,0.48,0.95,0.49,0.51,0.48,0.96,1,0,0,1,1,"R_1LKZIQlxC6nyyFv"
70,1,5,0.5,3,3,1,0,4,3,0.333333333333333,1,0,0.375,0.5625,0.266666666666667,0,1,0,1,0,1,1,0.377777777777778,0.03,0.36,0.64,0.46,0.06,0.05,0.93,1,0,0,1,1,"R_719o7PEJ7RK45Mx"
73,1,5,0.5,3,3,1,1,6,7,1,0,1,0.6875,0.375,0.266666666666667,0,1,0,1,0,1,1,0.488888888888889,0.47,0.44,0.57,0.46,0.47,0.24,0.96,0,1,1,0,0,"R_cx1BJPWxYAWkxff"
56,1,4,0.375,5,5,1,0,4,4,0.5,0,0,0.375,0.375,0.266666666666667,0,1,0,1,0,1,1,0.255555555555556,0.8,0.33,0.88,0.51,0.85,0.37,0.89,1,0,0,1,0,"R_2meM0kdy6BjWGKF"
53,1,3,0.25,1,1,1,0,4,4,0.5,0,0,0.375,0.5,0.533333333333333,0,1,0,1,0,0,1,0.455555555555555,0.5,0.24,0.46,0.03,0.97,0.06,0.47,1,0,0,1,0,"R_3lpcJvpKILVKdMx"
72,1,8,0.875,4,4,1,1,6,7,1,0,1,0.5,0.5625,0.133333333333333,0,1,0,1,0,0,1,0.644444444444444,0.83,0.75,0.86,0.54,0.77,0.49,0.83,1,0,0,1,1,"R_0DIJFMam2spE9QF"
59,1,5,0.5,3,3,1,1,6,7,1,0,1,0.625,0.5625,0.533333333333333,0,0,1,0,0,1,1,0.444444444444444,0.43,0.37,0.4,0.44,0.44,0.17,0.47,0,1,1,0,1,"R_8JuhC2DnPnSvrFj"
36,1,3,0.25,2,2,0,0,4,6,0.833333333333333,0,1,0.5625,0.4375,0.666666666666667,0,0,1,0,0,1,1,0.455555555555555,0.43,0.26,0.68,0.44,0.71,0.53,0.67,1,0,0,1,1,"R_bsjDOkuFBbNu1ff"
67,1,6,0.625,1,1,1,0,4,2,0.166666666666667,1,0,0.5625,0.25,0.466666666666667,0,0,1,0,0,1,1,0.511111111111111,0.58,0.43,0.98,0.66,0.73,0.31,1,0,1,0,1,0,"R_3s1e7g50IAeKZud"
58,1,9,1,6,7,1,0,3,2,0.166666666666667,1,0,0.5,0.625,0.266666666666667,0,0,1,0,0,1,1,0.211111111111111,0.21,0.21,0.23,0.51,0.21,0.48,0.2,1,0,0,1,0,"R_cROqgkCcZ0jCyPj"
50,1,3,0.25,2,2,1,1,2,4,0.5,0,0,0.5,0.4375,0.2,0,1,0,1,0,1,1,0.522222222222222,0.72,0.38,0.55,0.79,0.8,0.61,0.79,1,0,0,1,0,"R_eDlOMynFQRJq9hj"
25,1,7,0.75,2,2,1,1,6,3,0.333333333333333,1,0,0.5,0.375,0.666666666666667,0,1,0,1,0,1,1,0.0888888888888889,0.78,0.13,0.76,0.19,0.82,0.61,0.67,1,0,1,0,1,"R_1XquNN9VvPYYVaB"
61,1,2,0.125,2,2,1,1,,4,0.5,0,0,0.5625,0.4375,0.466666666666667,1,0,0,0,1,0,1,0.555555555555556,0.48,0.46,0.81,0.1,0.26,0.34,0.75,1,0,0,1,1,"R_0ohokkOKMgnQhO5"
40,0,7,0.75,3,3,1,0,4,4,0.5,0,0,0.25,0.4375,0.266666666666667,0,0,1,0,0,1,0,0.433333333333333,0.23,0.33,0.3,0.22,0.16,0.17,0.44,0,1,1,0,0,"R_4PF6WfelTGHVsod"
59,1,6,0.625,4,4,1,0,4,3,0.333333333333333,1,0,0.5,0.75,0.266666666666667,0,0,1,0,0,0,1,0.133333333333333,0.94,0.17,0.74,0.31,0.38,0.41,0.76,1,0,1,0,1,"R_5nnENxD4ZNiDyjb"
26,1,3,0.25,1,1,0,0,6,7,1,0,1,0.5625,0.625,0.133333333333333,0,0,1,0,0,0,1,0.477777777777778,0.74,0.5,0.5,0.53,0.53,0.5,0.49,0,1,1,0,1,"R_2aDKujsp87Q02ON"
57,1,4,0.375,1,1,1,0,1,1,0,1,0,0.1875,0.625,0,1,0,0,0,1,1,1,0.122222222222222,0.81,0.13,0.2,0.12,0.55,0.17,0.29,1,0,0,1,1,"R_3a2XZg9sEirK3pr"
69,1,9,1,6,9,1,1,6,7,1,0,1,0.625,0.625,0.266666666666667,0,1,0,1,0,1,1,0.3,0.88,0.03,0.7,0.1,0,0.06,0.68,0,1,0,1,1,"R_4ZuIRgZctSoZyeN"
47,0,5,0.5,1,1,1,0,4,2,0.166666666666667,1,0,0,0.25,0.333333333333333,0,0,1,0,0,1,1,0.0111111111111111,1,0.04,0.42,0.01,1,0.04,0.81,1,0,1,0,1,"R_3UEEf2ZeyZWoP2J"
52,1,5,0.5,3,3,1,0,5,6,0.833333333333333,0,1,0.375,0.3125,0.4,0,0,1,0,0,1,1,0.544444444444445,0.47,0.49,0.81,0.34,0.63,0.61,0.63,1,0,0,1,1,"R_cZm3ofh6OahoeXz"
37,1,3,0.25,2,2,1,0,2,4,0.5,0,0,0.4375,0.3125,0.866666666666667,0,1,0,1,0,1,1,0.211111111111111,0.34,0.5,0.73,0.06,0.25,0.05,0.68,1,0,0,1,0,"R_0OmvzfEEvJo4pud"
55,1,7,0.75,4,4,1,0,2,2,0.166666666666667,1,0,0.6875,0.6875,0.333333333333333,0,1,0,1,0,1,1,0.211111111111111,0.5,0.5,0.68,0.76,0.67,0.66,0.95,1,0,1,0,1,"R_e3YMgrk00myO3m5"
76,1,8,0.875,6,7,1,0,5,6,0.833333333333333,0,1,0.6875,0.5,0.4,1,0,0,0,1,1,0,0.388888888888889,0.46,0.42,0.2,0.71,0.54,0.37,0.21,0,1,0,1,0,"R_da0dSofcmJyLji5"
